COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,P,20140215,7,9,2,7,7,20,35,38,70,143,266,328,271,307,374,504,559,432,256,142,79,66,36,22,02/15/2014
000223,S,20140215,72,19,19,13,18,89,290,543,654,491,350,416,388,345,292,308,289,261,177,122,130,89,63,32,02/15/2014
000223,P,20140216,11,1,7,5,5,15,40,81,139,255,421,528,550,662,781,755,755,612,313,306,269,57,37,22,02/16/2014
000223,S,20140216,20,14,6,8,13,64,152,721,613,362,384,296,224,186,178,164,163,154,99,79,59,41,34,28,02/16/2014
000223,P,20140217,9,4,4,9,16,42,98,162,247,380,576,776,889,772,648,629,684,489,282,209,134,66,25,11,02/17/2014
000223,S,20140217,15,17,9,9,29,97,84,362,423,310,251,197,152,125,126,118,128,121,86,67,48,45,34,21,02/17/2014
000223,P,20140218,3,2,7,1,14,27,81,122,164,192,216,234,227,216,267,313,435,258,159,66,33,33,21,8,02/18/2014
000223,S,20140218,11,7,7,2,28,147,42,128,268,278,239,151,115,90,115,134,148,157,92,74,77,45,28,22,02/18/2014
000223,P,20140219,5,0,1,3,6,17,62,81,111,146,135,155,147,181,229,242,384,177,148,54,7,34,10,8,02/19/2014
000223,S,20140219,15,6,5,3,33,172,62,144,207,234,185,126,134,105,126,119,170,174,109,78,88,50,38,37,02/19/2014
000223,P,20140220,2,0,4,2,9,11,40,58,86,107,138,151,183,206,210,223,284,165,166,49,28,19,12,8,02/20/2014
000223,S,20140220,17,18,7,5,37,122,46,141,318,253,182,145,130,117,163,188,201,226,145,153,130,103,70,38,02/20/2014
000223,P,20140221,5,4,2,0,14,23,53,35,124,129,156,176,163,230,280,329,403,305,172,69,44,22,12,10,02/21/2014
000223,S,20140221,37,18,10,10,28,111,51,232,472,462,369,272,232,258,313,364,572,741,683,625,520,321,146,79,02/21/2014
000223,P,20140222,4,3,1,6,4,5,52,70,79,123,210,223,260,368,475,598,784,638,346,175,129,77,43,18,02/22/2014
000223,S,20140222,53,27,15,7,22,78,224,563,679,586,543,576,270,240,251,222,210,195,146,105,100,52,44,37,02/22/2014
000223,P,20140223,8,9,7,1,13,11,50,108,150,286,587,849,853,911,938,810,857,678,395,444,332,128,36,16,02/23/2014
000223,S,20140223,21,15,7,10,18,59,160,725,665,358,286,227,166,128,140,132,133,157,90,73,60,52,27,12,02/23/2014
000223,P,20140224,6,1,1,9,12,44,118,168,162,238,247,229,231,222,286,297,339,238,149,69,21,24,9,5,02/24/2014
000223,S,20140224,9,8,9,7,27,95,48,86,255,246,178,127,123,99,122,146,126,121,94,78,55,48,30,16,02/24/2014
000223,P,20140225,6,3,1,3,7,12,64,66,99,139,135,119,157,166,192,188,247,148,97,30,25,17,3,2,02/25/2014
000223,S,20140225,13,3,8,4,26,107,48,90,184,181,170,120,111,89,106,131,126,129,80,60,44,43,38,21,02/25/2014
000223,P,20140226,4,2,3,1,5,18,44,69,91,115,145,122,127,161,217,281,446,240,165,54,37,12,11,12,02/26/2014
000223,S,20140226,20,10,0,8,25,164,64,98,247,297,225,174,109,91,99,141,154,146,123,98,87,65,55,42,02/26/2014
000223,P,20140227,6,3,1,3,2,18,57,76,107,131,149,145,170,179,248,282,389,192,125,62,31,18,17,10,02/27/2014
000223,S,20140227,27,12,7,6,33,154,50,135,270,285,232,163,137,140,148,165,193,240,189,172,153,115,66,39,02/27/2014
000223,P,20140228,5,0,2,9,8,14,56,56,94,134,184,151,179,276,356,443,507,314,155,47,47,34,20,10,02/28/2014
000223,S,20140228,30,9,11,7,16,107,67,250,594,494,348,274,218,252,293,378,573,733,688,582,567,322,183,81,02/28/2014
000223,P,20140301,9,2,4,6,6,11,42,44,44,109,182,207,252,405,546,578,676,551,332,167,107,46,21,13,03/01/2014
000223,S,20140301,50,17,18,6,19,73,318,678,694,598,334,289,266,215,247,189,196,161,132,108,80,57,42,51,03/01/2014
000223,P,20140304,6,3,1,5,7,28,51,76,116,157,141,143,136,182,207,242,284,125,102,32,21,16,8,7,03/04/2014
000223,S,20140304,7,8,5,10,38,109,51,136,232,218,147,129,88,104,99,134,132,133,74,68,76,35,32,13,03/04/2014
000223,P,20140305,4,1,3,2,7,19,67,75,105,127,135,154,178,200,258,304,442,175,136,45,25,16,11,8,03/05/2014
000223,S,20140305,14,9,10,5,42,134,54,137,323,361,206,150,122,122,86,132,162,144,98,98,78,67,51,29,03/05/2014
000223,P,20140306,4,2,1,4,9,18,43,66,130,172,158,150,145,208,244,325,411,212,138,36,34,24,12,7,03/06/2014
000223,S,20140306,15,6,3,11,48,138,55,174,318,335,235,166,136,166,175,180,253,222,176,176,132,94,61,38,03/06/2014
000223,P,20140307,2,3,3,4,6,20,54,79,109,130,157,169,155,235,392,279,242,196,119,80,9,25,31,17,03/07/2014
000223,S,20140307,24,20,8,6,40,107,80,327,440,382,322,371,373,326,311,236,194,119,57,24,55,209,238,120,03/07/2014
000223,P,20140308,7,5,6,2,10,20,62,85,128,203,294,230,350,439,442,693,689,565,279,129,109,58,29,8,03/08/2014
000223,S,20140308,47,25,16,9,41,125,409,878,891,696,589,557,449,302,308,285,323,277,165,123,112,89,67,42,03/08/2014
000223,P,20140310,6,3,3,8,18,48,108,133,171,188,207,177,199,212,275,315,365,207,166,64,38,29,14,9,03/10/2014
000223,S,20140310,13,6,13,8,47,95,41,147,275,261,233,166,140,132,175,188,179,143,107,99,79,58,52,22,03/10/2014
000223,P,20140311,3,4,2,1,8,15,61,72,95,91,122,134,132,136,159,224,231,158,121,79,38,14,11,8,03/11/2014
000223,S,20140311,17,7,9,3,36,113,43,126,210,178,146,119,106,98,65,33,54,126,164,84,59,49,24,10,03/11/2014
000223,P,20140312,4,2,5,4,15,16,61,54,136,135,186,186,157,204,262,364,427,262,185,67,44,25,16,7,03/12/2014
000223,S,20140312,10,4,2,5,40,130,67,146,326,383,242,183,144,146,121,136,178,142,117,86,92,64,53,34,03/12/2014
000223,P,20140313,5,4,2,6,10,24,80,89,152,157,188,149,159,211,265,362,433,263,176,72,41,29,18,11,03/13/2014
000223,S,20140313,21,5,8,11,46,118,64,153,264,338,222,136,166,128,161,254,214,192,179,132,135,101,70,32,03/13/2014
000223,P,20140314,9,6,6,7,19,41,112,121,172,230,269,234,214,253,327,457,495,328,194,95,43,24,16,18,03/14/2014
000223,S,20140314,17,12,3,11,36,97,55,234,440,429,345,267,233,225,314,333,477,555,518,515,478,281,146,92,03/14/2014
000223,P,20140315,6,1,4,5,14,28,84,74,127,187,231,271,290,341,417,557,538,382,228,139,94,58,40,17,03/15/2014
000223,S,20140315,40,25,11,9,24,84,393,669,457,274,295,314,246,278,300,287,319,248,176,131,107,76,52,30,03/15/2014
000223,P,20140316,13,3,3,6,3,26,38,117,166,302,515,638,589,653,679,688,787,570,390,298,189,82,28,7,03/16/2014
000223,S,20140316,18,7,6,9,21,62,196,608,393,350,327,248,186,195,215,240,189,152,125,101,68,58,51,23,03/16/2014
000223,P,20140317,2,4,2,3,16,37,109,129,153,192,226,180,191,222,255,254,343,173,125,56,42,25,19,4,03/17/2014
000223,S,20140317,13,9,5,8,45,92,49,128,226,253,174,132,153,142,174,171,144,146,95,75,68,44,34,21,03/17/2014
000223,P,20140318,3,5,3,3,8,25,74,89,108,155,132,168,141,159,181,210,303,154,143,53,38,19,10,8,03/18/2014
000223,S,20140318,15,12,4,3,40,100,55,144,188,181,131,120,105,94,121,117,162,120,92,106,48,55,37,12,03/18/2014
000223,P,20140319,6,4,3,4,12,30,78,98,159,200,178,152,162,186,228,296,490,215,129,39,50,33,27,6,03/19/2014
